,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title
833,834,0,3,male,23.0,0,0,347468,7.8542,X,S,4
834,835,0,3,male,18.0,0,0,2223,8.3,X,S,4
835,836,1,1,female,39.0,1,1,PC 17756,83.1583,E,C,3
836,837,0,3,male,21.0,0,0,315097,8.6625,X,S,4
837,838,0,3,male,26.507588932806325,0,0,392092,8.05,X,S,4
838,839,1,3,male,32.0,0,0,1601,56.4958,X,S,4
839,840,1,1,male,41.28138613861386,0,0,11774,29.7,C,C,4
840,841,0,3,male,20.0,0,0,SOTON/O2 3101287,7.925,X,S,4
841,842,0,2,male,16.0,0,0,S.O./P.P. 3,10.5,X,S,4
842,843,1,1,female,30.0,0,0,113798,31.0,X,C,3
843,844,0,3,male,34.5,0,0,2683,6.4375,X,C,4
844,845,0,3,male,17.0,0,0,315090,8.6625,X,S,4
845,846,0,3,male,42.0,0,0,C.A. 5547,7.55,X,S,4
846,847,0,3,male,26.507588932806325,8,2,CA. 2343,69.55,X,S,4
847,848,0,3,male,35.0,0,0,349213,7.8958,X,C,4
848,849,0,2,male,28.0,0,1,248727,33.0,X,S,5
849,850,1,1,female,34.61176470588235,1,0,17453,89.1042,C,C,2
850,851,0,3,male,4.0,4,2,347082,31.275,X,S,1
851,852,0,3,male,74.0,0,0,347060,7.775,X,S,4
852,853,0,3,female,9.0,1,1,2678,15.2458,X,C,3
853,854,1,1,female,16.0,0,1,PC 17592,39.4,D,S,3
854,855,0,2,female,44.0,1,0,244252,26.0,X,S,2
855,856,1,3,female,18.0,0,1,392091,9.35,X,S,2
856,857,1,1,female,45.0,1,1,36928,164.8667,X,S,2
857,858,1,1,male,51.0,0,0,113055,26.55,E,S,4
858,859,1,3,female,24.0,0,3,2666,19.2583,X,C,2
859,860,0,3,male,26.507588932806325,0,0,2629,7.2292,X,C,4
860,861,0,3,male,41.0,2,0,350026,14.1083,X,S,4
861,862,0,2,male,21.0,1,0,28134,11.5,X,S,4
862,863,1,1,female,48.0,0,0,17466,25.9292,D,S,2
863,864,0,3,female,21.75,8,2,CA. 2343,69.55,X,S,3
864,865,0,2,male,24.0,0,0,233866,13.0,X,S,4
865,866,1,2,female,42.0,0,0,236852,13.0,X,S,2
866,867,1,2,female,27.0,1,0,SC/PARIS 2149,13.8583,X,C,3
867,868,0,1,male,31.0,0,0,PC 17590,50.4958,A,S,4
868,869,0,3,male,26.507588932806325,0,0,345777,9.5,X,S,4
869,870,1,3,male,4.0,1,1,347742,11.1333,X,S,1
870,871,0,3,male,26.0,0,0,349248,7.8958,X,S,4
871,872,1,1,female,47.0,1,1,11751,52.5542,D,S,2
872,873,0,1,male,33.0,0,0,695,5.0,B,S,4
873,874,0,3,male,47.0,0,0,345765,9.0,X,S,4
874,875,1,2,female,28.0,1,0,P/PP 3381,24.0,X,C,2
875,876,1,3,female,15.0,0,0,2667,7.225,X,C,3
876,877,0,3,male,20.0,0,0,7534,9.8458,X,S,4
877,878,0,3,male,19.0,0,0,349212,7.8958,X,S,4
878,879,0,3,male,26.507588932806325,0,0,349217,7.8958,X,S,4
879,880,1,1,female,56.0,0,1,11767,83.1583,C,C,2
880,881,1,2,female,25.0,0,1,230433,26.0,X,S,2
881,882,0,3,male,33.0,0,0,349257,7.8958,X,S,4
882,883,0,3,female,22.0,0,0,7552,10.5167,X,S,3
883,884,0,2,male,28.0,0,0,C.A./SOTON 34068,10.5,X,S,4
884,885,0,3,male,25.0,0,0,SOTON/OQ 392076,7.05,X,S,4
885,886,0,3,female,39.0,0,5,382652,29.125,X,Q,2
886,887,0,2,male,27.0,0,0,211536,13.0,X,S,5
887,888,1,1,female,19.0,0,0,112053,30.0,B,S,3
888,889,0,3,female,21.75,1,2,W./C. 6607,23.45,X,S,3
889,890,1,1,male,26.0,0,0,111369,30.0,C,C,4
890,891,0,3,male,32.0,0,0,370376,7.75,X,Q,4
